age,annual_income,total_debt,monthly_expenses,num_credit_lines,num_late_payments,credit_history_years,num_bankruptcies,loan_amount_requested,employment_years,savings_balance,debt_to_income_ratio,expense_to_income_ratio,creditworthy
33,55433.45,30774.13,1484.88,9,1,9,0,1000.0,10,29238.62,0.5551,0.3214,1
54,49093.96,6764.67,1972.9,0,1,3,1,26111.71,22,12310.5,0.1378,0.4822,0
28,62079.74,26731.74,845.29,13,3,24,0,10447.35,32,23826.86,0.4306,0.1634,1
41,21995.61,7978.37,3360.43,10,1,14,0,15925.57,30,12062.94,0.3627,1.8332,0
54,66580.07,4755.04,2854.4,4,2,11,0,18057.39,6,0.0,0.0714,0.5145,1
24,49607.79,6590.49,883.57,8,0,14,1,1000.0,21,7704.17,0.1328,0.2137,1
45,65987.24,0.0,1306.48,10,3,28,0,14104.78,4,4310.67,0.0,0.2376,1
35,69991.23,20263.18,1892.15,8,3,20,0,1000.0,0,0.0,0.2895,0.3244,0
24,88278.78,1032.29,2031.01,12,0,24,0,13106.04,5,10015.0,0.0117,0.2761,1
32,62573.86,10704.97,1451.16,11,2,25,1,42472.97,3,3291.31,0.1711,0.2783,0
52,86667.97,24139.46,1084.06,14,0,28,0,11931.31,29,11690.61,0.2785,0.1501,1
52,51952.17,23752.23,2316.03,3,1,25,0,2786.79,29,16599.48,0.4572,0.5349,1
48,53145.56,0.0,3391.59,6,2,9,0,12647.56,16,25285.29,0.0,0.7658,1
33,57726.8,18726.52,2043.73,13,0,11,1,43525.88,23,9702.41,0.3244,0.4248,1
51,79353.12,28685.93,1766.63,10,2,25,0,13262.26,30,0.0,0.3615,0.2672,1
34,75773.98,7357.89,1682.53,6,0,21,0,1000.0,27,5165.44,0.0971,0.2665,1
40,63376.8,21162.88,1122.62,3,1,7,0,1000.0,3,6218.11,0.3339,0.2126,1
38,29306.62,1280.64,1462.41,4,2,20,0,13922.06,18,30689.7,0.0437,0.5988,1
49,75326.48,19627.88,2908.89,10,0,20,0,32198.0,23,9036.1,0.2606,0.4634,1
26,38464.88,16575.26,343.32,8,1,2,0,26615.34,6,14580.96,0.4309,0.1071,0
52,37102.57,22933.76,2056.08,6,1,6,0,36467.23,8,19792.75,0.6181,0.665,0
49,31537.87,22189.75,2022.36,6,2,17,0,29418.04,21,22385.71,0.7036,0.7695,1
63,57920.78,0.0,2094.72,9,1,26,0,20168.34,1,11851.9,0.0,0.434,1
22,90293.11,16638.64,2581.93,6,3,27,0,1000.0,26,6853.09,0.1843,0.3431,1
43,35865.99,32434.96,2048.93,14,0,2,0,40772.73,15,5578.98,0.9043,0.6855,0
39,101964.4,0.0,1636.83,8,0,14,0,1000.0,4,0.0,0.0,0.1926,1
51,82745.26,26603.11,1474.7,4,1,1,0,54659.09,11,17992.21,0.3215,0.2139,0
25,23384.95,34220.46,3038.68,5,0,14,0,8497.55,25,34657.0,1.4633,1.5592,1
39,50430.62,0.0,2832.84,2,0,12,0,9118.78,14,22166.31,0.0,0.6741,1
54,33993.74,6951.61,4302.11,0,1,23,0,12007.7,2,10189.22,0.2045,1.5186,0
30,76623.89,21212.92,1775.21,10,0,19,0,20205.61,8,0.0,0.2768,0.278,0
45,35295.92,4366.5,1489.43,11,1,9,0,1000.0,27,5010.14,0.1237,0.5064,1
22,19472.01,31374.95,2362.53,1,0,23,0,6727.66,24,13623.7,1.6112,1.4559,1
31,51856.86,27706.76,2343.21,7,3,23,1,34017.42,27,6935.62,0.5343,0.5422,1
51,89234.85,0.0,2509.08,12,2,23,0,40115.55,20,8859.59,0.0,0.3374,1
35,55187.09,6083.3,2677.7,0,2,23,0,3421.65,28,13465.43,0.1102,0.5822,1
29,69961.1,24238.04,2501.34,9,3,7,0,25003.1,24,11915.39,0.3464,0.429,1
43,70930.78,23767.91,2860.03,6,1,15,0,12148.69,29,30916.02,0.3351,0.4838,1
39,22193.11,41621.28,2966.4,4,0,27,0,27531.67,10,30490.96,1.8753,1.6039,1
29,37515.65,4441.41,2980.68,12,0,24,0,6538.34,18,7216.48,0.1184,0.9534,1
55,60161.6,32510.61,300.0,5,2,15,0,30966.86,10,19286.36,0.5404,0.0598,1
41,46066.13,4033.03,2185.9,7,1,1,0,18000.94,24,0.0,0.0875,0.5694,0
29,102611.36,21003.85,1261.43,3,1,8,0,12615.57,0,18467.47,0.2047,0.1475,1
48,29291.94,25708.11,2844.36,5,2,7,0,19440.55,31,14354.78,0.8776,1.1652,1
27,37268.5,0.0,300.0,13,0,10,0,41666.07,20,1883.39,0.0,0.0966,0
36,67263.61,25934.48,3175.38,10,2,25,0,18582.65,12,20379.92,0.3856,0.5665,1
36,44302.67,31614.84,1308.24,2,2,0,0,24274.73,33,774.39,0.7136,0.3543,1
53,12000.0,28150.58,1124.91,6,0,29,0,21348.33,16,8804.34,2.3457,1.1248,0
24,108367.03,39640.07,2285.0,1,3,20,0,21413.16,18,11312.33,0.3658,0.253,0
24,33142.37,26582.13,1701.38,11,1,10,0,38270.03,9,0.0,0.802,0.616,0
59,74022.32,8553.54,3423.51,7,2,17,0,32485.02,8,11435.29,0.1156,0.555,1
60,28665.22,29868.13,3090.43,12,1,25,1,1000.0,10,1884.21,1.0419,1.2937,0
37,38424.13,7872.4,1591.33,6,0,20,0,28229.79,30,6283.42,0.2049,0.497,1
57,19426.67,15989.02,2833.99,11,4,28,0,44182.93,1,9123.48,0.823,1.7505,0
59,41470.16,24981.4,1563.77,11,2,14,0,16508.47,23,0.0,0.6024,0.4525,1
49,43892.95,20376.97,1556.87,7,2,23,0,32820.51,4,5429.33,0.4642,0.4256,0
56,56685.86,31213.58,2571.35,1,1,8,0,1000.0,29,8425.65,0.5506,0.5443,1
58,50685.78,44864.1,3164.67,2,0,8,0,5507.97,34,6700.73,0.8851,0.7492,1
59,23962.0,1351.63,1647.14,11,2,0,0,55923.84,16,1419.08,0.0564,0.8248,0
57,46902.5,11059.97,1708.06,3,0,6,0,31448.9,30,0.0,0.2358,0.437,0
55,96175.27,18796.54,2240.96,11,1,11,0,23273.64,1,828.16,0.1954,0.2796,0
27,93209.76,9441.71,1284.81,8,1,26,0,47609.43,15,0.0,0.1013,0.1654,0
47,71392.18,14091.52,3252.33,11,2,23,0,3338.96,20,2380.62,0.1974,0.5467,1
48,76577.48,24309.84,1277.16,11,1,9,0,39038.14,29,21055.59,0.3174,0.2001,1
42,111520.57,22714.9,1493.44,4,0,18,1,7137.51,0,0.0,0.2037,0.1607,0
34,74281.19,17967.99,3413.79,5,1,28,0,21419.68,13,18185.13,0.2419,0.5515,1
27,76104.75,16772.77,2171.67,0,3,15,0,1000.0,15,0.0,0.2204,0.3424,1
57,20885.42,12313.56,3554.87,3,0,5,0,14245.78,8,14531.99,0.5895,2.0424,0
42,32184.24,31854.27,1824.58,13,1,10,0,39854.81,7,33670.72,0.9897,0.6803,1
25,59182.74,34960.67,4015.62,3,1,18,0,12341.12,8,15311.87,0.5907,0.8142,1
22,39813.94,27225.77,2492.52,9,0,24,0,27396.14,33,8271.31,0.6838,0.7512,1
47,35051.12,1207.48,1398.05,7,2,28,0,12698.77,32,8543.09,0.0344,0.4786,1
41,37938.52,11853.47,1385.73,7,1,18,0,26459.91,21,17991.65,0.3124,0.4383,1
58,24410.73,17395.99,834.23,9,1,17,0,31171.92,29,13542.96,0.7126,0.4101,0
35,40215.39,3711.67,921.75,5,0,24,0,9828.72,6,12393.68,0.0923,0.275,1
41,68485.89,15949.0,1472.37,7,0,14,0,7019.12,17,5779.42,0.2329,0.258,0
30,104908.1,15266.66,1206.72,8,2,26,0,13966.58,20,12970.97,0.1455,0.138,1
43,79924.55,28009.66,300.0,4,1,28,0,13639.47,4,0.0,0.3504,0.045,1
59,75903.89,9020.51,2673.22,0,0,15,0,1000.0,6,4617.77,0.1188,0.4226,1
25,19411.67,28959.63,2620.27,0,1,13,1,25024.0,11,26100.31,1.4918,1.6197,0
21,62982.42,3511.58,2246.7,1,1,7,0,25724.53,16,17847.87,0.0558,0.4281,1
33,58326.0,5185.93,1092.03,1,0,7,0,1000.0,23,8837.55,0.0889,0.2247,1
41,67268.53,10447.65,3317.43,4,3,1,0,32584.4,18,170.88,0.1553,0.5918,0
46,50982.81,15574.46,1857.47,6,2,5,0,14003.41,15,28127.32,0.3055,0.4372,1
41,101551.92,0.0,1333.41,6,1,12,0,24924.21,24,4395.74,0.0,0.1576,1
38,61319.39,20511.57,2186.07,14,1,12,0,16277.01,26,1378.32,0.3345,0.4278,0
57,63755.58,35512.11,2140.19,3,0,20,1,24890.79,6,11565.12,0.557,0.4028,1
52,12000.0,22815.23,300.0,12,0,29,0,21757.53,7,5136.46,1.9011,0.3,0
56,57333.11,12471.96,1975.24,3,1,11,0,33168.0,14,0.0,0.2175,0.4134,0
37,88731.48,1984.91,2096.43,13,2,1,0,20028.57,15,0.0,0.0224,0.2835,0
55,73889.39,0.0,1697.01,13,1,20,0,31309.88,7,8218.11,0.0,0.2756,1
31,12000.0,0.0,942.84,10,2,19,0,41371.78,31,0.0,0.0,0.9428,0
41,48758.12,13429.92,966.4,14,0,24,1,18769.8,16,0.0,0.2754,0.2378,0
46,103297.49,40282.92,2411.25,9,0,11,0,16048.82,21,0.0,0.39,0.2801,1
24,56233.98,0.0,2609.28,2,0,16,0,28439.26,31,8327.49,0.0,0.5568,1
54,68060.4,23402.61,1641.59,10,2,5,0,1000.0,10,8839.39,0.3438,0.2894,0
38,100475.23,6867.42,2305.85,1,2,6,1,6888.45,5,17564.12,0.0683,0.2754,1
60,56134.65,10974.06,1633.67,2,0,27,0,6363.19,21,0.0,0.1955,0.3492,1
55,79775.75,3747.61,1317.41,7,0,5,1,28282.41,13,8336.37,0.047,0.1982,1
61,70284.9,0.0,2171.6,14,2,20,0,22251.67,27,3962.24,0.0,0.3708,0
49,75628.72,16507.65,1080.72,0,0,27,0,39021.73,11,14962.21,0.2183,0.1715,1
49,69480.39,18153.64,3515.03,3,2,3,0,38122.17,26,10154.03,0.2613,0.6071,0
58,46309.25,23020.08,849.99,6,0,20,0,1000.0,0,13088.0,0.4971,0.2203,1
62,48805.06,0.0,2227.06,4,2,8,0,1000.0,9,21088.72,0.0,0.5476,1
41,38635.6,25487.67,2120.19,1,1,4,0,20579.73,32,11784.18,0.6597,0.6585,1
62,19007.27,25701.69,2049.18,0,1,9,0,1000.0,15,19865.65,1.3521,1.2937,1
33,91113.25,20093.92,3186.71,5,1,14,0,1000.0,5,0.0,0.2205,0.4197,0
61,60252.07,9948.46,300.0,12,0,7,0,8930.76,24,0.0,0.1651,0.0597,0
37,89854.0,18701.17,2329.39,12,1,22,1,1000.0,19,21917.28,0.2081,0.3111,1
29,99134.32,13074.61,1781.3,4,1,3,0,4585.12,22,12521.09,0.1319,0.2156,1
61,61335.44,26622.2,2467.18,2,1,25,0,30670.99,15,15364.68,0.434,0.4827,1
21,27162.77,10601.47,2043.75,10,1,4,0,12709.76,0,20525.25,0.3903,0.9029,0
22,55095.3,16296.29,1939.98,10,2,6,0,42465.93,29,3184.59,0.2958,0.4225,0
49,43221.41,0.0,1034.15,14,2,5,0,11477.63,26,4457.61,0.0,0.2871,0
53,12000.0,18663.6,1461.49,10,2,12,0,28296.67,1,17388.68,1.5552,1.4614,0
30,47456.78,6005.35,4505.21,8,1,18,0,12058.35,20,6891.33,0.1265,1.1392,1
60,58211.57,21149.59,2474.48,2,1,9,0,16758.87,8,4992.29,0.3633,0.5101,0
41,43916.89,24461.1,2842.07,1,1,14,0,14115.97,23,0.0,0.557,0.7766,0
48,40711.37,7680.32,1718.48,4,1,2,0,28342.47,6,18043.97,0.1886,0.5065,0
31,28061.6,15374.26,1315.51,8,1,17,0,30867.0,29,5106.69,0.5479,0.5625,0
54,64898.05,17093.94,2621.14,7,1,13,0,50922.33,1,17925.21,0.2634,0.4847,0
28,106731.73,19416.76,477.03,5,0,2,0,20223.11,11,14450.68,0.1819,0.0536,1
42,91965.6,24478.29,1479.41,2,2,10,0,28217.68,12,22540.03,0.2662,0.193,1
28,76340.67,22908.13,1716.34,5,0,9,0,4598.26,2,0.0,0.3001,0.2698,0
35,76885.23,10441.32,2755.99,4,0,28,0,30315.18,17,0.0,0.1358,0.4301,1
37,56683.92,34179.86,2330.97,0,2,16,0,20378.5,5,25786.56,0.603,0.4935,1
43,14887.17,24023.85,1621.68,4,1,12,0,1000.0,26,19104.36,1.6136,1.3071,1
44,50764.21,31861.73,2295.18,13,0,24,0,6968.24,14,779.18,0.6276,0.5425,0
39,35768.06,19160.48,1757.48,6,3,1,0,1000.0,14,2603.34,0.5357,0.5896,0
25,63867.42,19869.67,2856.03,8,1,27,0,8924.19,18,10421.78,0.3111,0.5366,1
52,90830.37,13593.71,2188.93,11,1,12,0,24598.73,19,8181.09,0.1497,0.2892,1
64,109335.24,9674.71,3389.15,14,3,18,0,15518.74,19,4022.99,0.0885,0.372,1
21,61615.53,26704.06,1777.76,0,1,4,0,29241.07,17,2375.6,0.4334,0.3462,0
43,18321.09,18175.09,2980.32,2,2,15,0,1000.0,33,5684.72,0.992,1.9519,1
57,61566.9,13421.23,2072.33,7,2,9,0,34374.66,34,14441.45,0.218,0.4039,1
28,62246.4,2728.5,1442.21,5,3,11,1,23683.73,0,10145.94,0.0438,0.278,0
33,76971.1,33661.39,4081.26,12,0,19,0,1025.1,11,5582.24,0.4373,0.6363,1
28,59520.11,16351.51,3047.77,4,1,12,0,19625.96,4,3989.94,0.2747,0.6145,0
43,61662.96,279.33,2187.46,12,2,20,0,52865.39,26,29293.18,0.0045,0.4257,1
63,44198.48,15977.07,2612.8,9,1,15,0,41978.45,19,4808.65,0.3615,0.7094,0
21,52202.45,12588.95,1134.39,1,0,21,0,45163.49,18,14688.5,0.2412,0.2608,1
44,72830.81,12096.64,1162.55,2,0,20,0,16806.51,14,32171.6,0.1661,0.1915,1
55,12000.0,21915.12,2891.27,11,5,25,0,37047.0,5,16219.7,1.8261,2.891,0
44,52067.79,12605.53,2003.84,1,2,0,0,39653.39,8,14265.8,0.2421,0.4618,1
37,77197.5,11334.01,1875.35,0,1,21,0,4341.67,22,21118.12,0.1468,0.2915,1
25,101018.22,31348.86,1769.65,6,3,8,0,39359.91,9,22523.67,0.3103,0.2102,1
40,50041.59,0.0,2121.65,13,0,15,0,35962.41,0,9755.45,0.0,0.5088,0
41,89634.24,14383.41,1796.6,2,1,18,0,9907.34,10,0.0,0.1605,0.2405,1
60,102250.6,26146.22,374.29,6,1,14,0,21402.02,19,8605.99,0.2557,0.0439,1
51,50365.44,22523.19,3132.7,11,1,17,0,40372.92,27,15220.1,0.4472,0.7464,1
56,46044.79,27240.58,1911.55,6,0,21,0,19130.51,21,6898.98,0.5916,0.4982,1
31,55448.14,39258.86,3465.22,7,1,11,0,33251.09,19,7913.72,0.708,0.7499,0
35,57951.21,35387.42,590.24,0,1,13,0,12928.43,15,24565.89,0.6106,0.1222,1
39,87270.57,1133.58,587.1,4,2,2,0,3575.68,1,17070.66,0.013,0.0807,1
27,40656.87,0.0,1779.67,9,3,3,0,2013.81,24,15315.37,0.0,0.5253,0
48,98451.64,18922.23,2782.02,8,3,5,0,15781.08,26,680.19,0.1922,0.3391,0
63,39981.06,0.0,1024.27,11,3,15,0,26574.64,2,7789.97,0.0,0.3074,0
25,28389.38,0.0,993.22,10,0,27,1,1000.0,22,13444.22,0.0,0.4198,1
25,73094.43,18794.91,2297.56,6,0,12,0,48893.67,31,15869.71,0.2571,0.3772,0
50,90764.01,21804.54,1749.7,0,1,11,0,36016.65,16,24292.21,0.2402,0.2313,1
52,64466.39,35533.69,2435.26,7,0,21,0,27707.03,19,16024.25,0.5512,0.4533,0
28,70877.11,24221.17,1764.04,2,0,11,0,32236.77,29,5145.65,0.3417,0.2987,1
30,108857.43,38034.72,2308.11,12,1,1,0,10284.74,27,26929.47,0.3494,0.2544,1
58,91116.32,19266.65,3092.91,3,3,28,0,1000.0,22,7501.78,0.2114,0.4073,1
52,60773.14,1364.76,1025.96,3,1,12,0,26147.66,18,18247.34,0.0225,0.2026,1
48,49221.33,24866.24,2947.83,14,0,2,0,35662.27,24,4813.72,0.5052,0.7187,0
37,87376.47,31011.76,636.68,9,2,12,0,12593.03,23,3006.22,0.3549,0.0874,1
51,80732.1,19693.01,2487.47,13,0,24,0,5837.36,0,0.0,0.2439,0.3697,0
28,70464.42,32406.61,3135.42,11,2,1,0,11870.02,27,0.0,0.4599,0.5339,1
60,51824.66,13520.99,1580.75,7,2,18,0,27217.2,28,5728.17,0.2609,0.366,0
45,58090.26,21550.79,2515.64,0,0,8,0,29029.17,34,21771.38,0.371,0.5197,1
29,56312.01,12908.02,1610.33,7,0,19,0,47150.18,16,12365.48,0.2292,0.3432,1
22,52240.78,43548.52,2468.3,8,1,0,0,26695.15,10,0.0,0.8336,0.567,0
35,44971.3,25095.13,300.0,8,2,26,0,7504.12,6,17475.0,0.558,0.08,0
23,66629.97,1599.54,2129.73,4,0,12,0,15539.25,25,9960.09,0.024,0.3836,1
56,43842.12,37231.17,2316.31,3,1,1,0,4291.82,22,23648.96,0.8492,0.634,0
24,64434.48,6201.84,3075.75,3,2,14,0,36602.86,17,5574.02,0.0962,0.5728,1
34,12000.0,15164.35,2740.2,8,1,18,0,3272.17,28,1855.81,1.2636,2.74,0
61,45003.15,20619.61,1871.01,14,1,24,0,11517.19,33,25596.68,0.4582,0.4989,1
61,87458.23,21599.9,2214.45,7,2,24,0,27221.43,7,19031.28,0.247,0.3038,1
45,37489.27,20804.67,843.11,9,1,15,0,43929.43,20,0.0,0.5549,0.2699,0
30,74802.55,1403.45,3315.26,14,1,10,0,62842.85,20,13248.83,0.0188,0.5318,0
41,39567.91,20844.42,2552.93,9,2,14,0,1000.0,16,0.0,0.5268,0.7742,0
56,79394.64,28207.75,511.28,11,1,5,0,29563.99,15,18599.12,0.3553,0.0773,1
32,52572.28,27862.37,2196.79,6,2,13,0,19654.87,14,0.0,0.53,0.5014,0
47,51583.83,0.0,2257.87,11,1,26,0,16260.55,14,0.0,0.0,0.5252,1
60,61358.79,7132.17,1380.84,2,2,5,0,15756.83,16,22487.34,0.1162,0.27,1
22,26414.33,2465.74,2077.49,3,1,18,1,1479.96,0,13723.39,0.0933,0.9438,0
33,84302.27,19077.76,1300.42,14,2,4,0,45001.98,12,16622.83,0.2263,0.1851,1
52,92585.84,0.0,876.32,8,2,10,0,1000.0,9,5643.54,0.0,0.1136,1
51,50999.21,1527.09,1509.32,13,1,3,0,17785.85,32,9272.31,0.0299,0.3551,1
36,73105.1,7018.38,2137.27,12,3,25,0,42460.61,25,24110.49,0.096,0.3508,1
52,79472.77,0.0,2742.67,7,0,25,0,23406.27,11,12886.36,0.0,0.4141,1
52,57718.56,14666.41,2055.85,11,0,27,0,9945.61,18,30971.16,0.2541,0.4274,1
54,32293.82,0.0,2750.47,11,1,8,0,10553.85,14,8237.85,0.0,1.022,0
31,99852.05,20824.14,2518.96,0,1,8,0,33189.65,4,18636.64,0.2085,0.3027,1
30,50186.96,10235.74,1171.68,2,3,16,0,15413.49,1,19984.72,0.2039,0.2802,1
35,44771.63,7512.2,2512.88,13,1,7,0,19519.37,13,11772.93,0.1678,0.6735,1
37,100969.8,9471.02,2534.99,11,0,14,0,29333.04,28,22260.57,0.0938,0.3013,1
60,75251.47,14275.37,3393.44,9,2,8,0,33952.89,0,5182.59,0.1897,0.5411,0
38,66435.75,22114.39,2328.52,1,0,4,0,11628.53,12,17762.51,0.3329,0.4206,1
29,35730.98,30805.17,1012.26,1,0,3,0,1000.0,31,645.7,0.8621,0.34,0
45,80070.1,27166.87,1556.74,12,2,25,0,4957.05,33,0.0,0.3393,0.2333,1
60,132412.97,41780.26,517.95,12,2,19,0,40714.89,13,10354.21,0.3155,0.0469,1
34,82012.69,23103.57,2408.38,7,1,17,0,21027.16,14,8841.38,0.2817,0.3524,0
45,72402.21,16683.78,3323.17,5,1,8,0,1262.18,5,32.8,0.2304,0.5508,1
42,78027.32,9515.62,300.0,11,1,20,0,5999.58,28,16885.13,0.122,0.0461,1
50,51797.12,9914.41,3356.98,11,0,26,0,37467.66,18,24053.87,0.1914,0.7777,1
40,51558.73,21468.46,2397.79,11,1,2,0,21302.3,0,7085.96,0.4164,0.5581,0
41,51238.86,3006.67,1138.73,12,2,21,0,1000.0,20,19368.29,0.0587,0.2667,1
64,45626.25,17747.71,2205.36,5,1,8,0,3467.82,17,4286.78,0.389,0.58,1
52,51188.88,14773.62,1164.54,3,2,8,0,37293.01,26,8204.55,0.2886,0.273,0
41,51072.32,6262.84,2352.34,0,0,27,0,11482.53,27,9558.08,0.1226,0.5527,1
55,53882.89,2385.72,2050.69,10,1,28,0,51421.97,7,17504.53,0.0443,0.4567,1
52,53183.05,45296.61,2263.47,6,1,20,0,48731.82,30,9265.2,0.8517,0.5107,0
50,66075.3,0.0,1264.85,7,3,23,1,42343.35,11,0.0,0.0,0.2297,0
59,61969.83,14186.9,1381.34,1,0,3,0,27473.0,5,20796.7,0.2289,0.2675,1
32,64184.06,29671.01,2401.46,1,0,20,0,35495.65,25,11024.25,0.4623,0.449,1
61,98057.44,21348.68,1597.82,0,3,6,0,19162.88,15,0.0,0.2177,0.1955,1
38,61918.36,9317.57,2119.21,3,0,6,0,19551.98,29,22785.28,0.1505,0.4107,1
41,115272.27,694.23,2362.39,5,0,28,0,1998.6,18,23265.74,0.006,0.2459,1
33,68817.24,16557.44,1822.12,13,0,22,0,19331.09,17,289.8,0.2406,0.3177,1
41,48818.51,0.0,2924.08,4,3,7,0,1000.0,23,0.0,0.0,0.7187,0
28,93739.58,17038.4,1851.56,3,1,26,0,20093.73,19,20285.22,0.1818,0.237,1
60,58011.82,15417.92,1827.54,13,2,20,0,1834.12,6,20300.24,0.2658,0.378,1
27,12000.0,27841.46,1494.64,3,2,0,0,6972.02,6,14337.91,2.3199,1.4945,0
43,59899.92,1279.92,2831.99,9,0,26,1,1000.0,15,5991.31,0.0214,0.5673,1
64,53770.6,11118.34,1434.23,14,1,8,1,8260.03,13,2873.64,0.2068,0.3201,0
52,100163.68,20242.82,3003.59,6,0,24,0,9204.23,11,15400.36,0.2021,0.3598,1
31,37560.83,17466.81,2130.49,6,1,22,0,15365.23,28,4231.63,0.465,0.6806,1
42,51683.63,0.0,4145.68,1,3,11,0,37859.58,14,4283.95,0.0,0.9625,0
42,91690.98,7229.98,1471.63,12,2,5,0,19208.88,7,17054.62,0.0789,0.1926,1
63,69860.21,31798.94,3020.16,6,1,12,0,33921.45,8,18842.22,0.4552,0.5188,1
45,55713.58,18111.92,2408.19,1,4,28,0,34530.41,27,23507.62,0.3251,0.5187,1
42,41087.86,0.0,1589.0,3,2,4,0,41151.11,26,0.0,0.0,0.4641,0
48,68793.64,25598.79,2418.94,14,0,20,0,6410.52,6,5510.57,0.3721,0.4219,1
49,59267.47,0.0,2379.96,0,1,18,0,2271.09,13,6924.33,0.0,0.4819,1
33,40804.27,11315.75,1734.45,4,0,25,0,18252.65,10,9837.54,0.2773,0.5101,1
38,42103.84,21759.32,2342.62,0,1,0,0,4364.9,31,0.0,0.5168,0.6677,0
22,39638.2,29564.47,2930.75,3,2,21,0,16553.77,27,15104.87,0.7458,0.8872,1
49,35186.11,0.0,2409.08,12,0,23,0,5757.05,5,27003.97,0.0,0.8216,1
41,83350.84,23539.08,1664.65,8,1,29,0,1712.98,34,0.0,0.2824,0.2397,1
35,79984.83,25340.7,1619.6,12,0,17,1,25331.08,5,11696.58,0.3168,0.243,0
47,83391.86,8315.81,1930.07,11,2,7,0,47976.74,23,21294.61,0.0997,0.2777,1
51,60112.49,16090.91,2889.97,7,1,23,1,16246.31,8,7861.04,0.2677,0.5769,1
35,53934.28,0.0,1396.97,5,1,25,0,24158.84,1,3400.54,0.0,0.3108,0
43,54390.45,0.0,2313.7,14,2,7,0,20974.76,13,11604.01,0.0,0.5105,0
44,85527.54,28302.39,750.03,7,1,25,0,19482.77,30,16603.96,0.3309,0.1052,1
64,14496.3,8533.26,2475.69,4,1,14,0,41434.39,29,0.0,0.5886,2.0492,0
33,47137.85,10845.45,2601.42,6,1,18,0,15850.71,26,19326.65,0.2301,0.6622,1
42,37816.36,17816.12,3622.1,7,0,9,0,1000.0,30,8087.51,0.4711,1.1493,1
63,93997.19,10608.81,2740.23,6,2,23,0,6840.09,5,3995.49,0.1129,0.3498,1
57,48063.56,9495.69,1679.04,13,1,15,0,21600.82,17,0.0,0.1976,0.4192,0
53,19100.28,19733.87,772.34,3,1,10,0,18396.06,13,4122.63,1.0331,0.4852,0
23,65585.59,0.0,2411.36,4,1,11,0,16556.37,19,4537.97,0.0,0.4412,0
39,50747.15,28919.01,1738.22,12,1,15,0,12347.44,10,0.0,0.5699,0.411,0
43,46076.78,12237.0,2267.28,13,3,15,0,21289.74,3,14262.84,0.2656,0.5905,0
49,43499.2,2932.1,1423.85,9,3,27,0,50826.98,5,11323.53,0.0674,0.3928,1
50,42512.88,1317.48,1861.44,5,2,29,0,15105.57,22,18826.97,0.031,0.5254,1
59,77714.01,15511.82,640.01,13,2,19,0,52450.88,7,16433.28,0.1996,0.0988,1
64,65594.68,11323.71,1163.04,13,1,2,0,27075.32,29,4238.4,0.1726,0.2128,1
45,55050.86,0.0,1050.18,11,1,26,1,9945.18,10,7173.43,0.0,0.2289,0
57,32544.03,7777.98,2698.23,10,0,8,0,33003.84,4,3291.09,0.239,0.9949,0
28,55777.67,5289.61,1338.19,5,0,7,0,1000.0,2,0.0,0.0948,0.2879,0
62,66515.7,30142.28,3102.34,12,2,9,0,19770.79,14,13452.91,0.4532,0.5597,1
36,67466.36,16565.43,1346.04,8,1,28,0,27777.86,1,11492.27,0.2455,0.2394,1
28,64022.11,33832.07,3676.75,9,3,12,0,27966.19,1,4525.65,0.5284,0.6891,0
21,36935.18,6480.31,440.93,13,1,17,1,29555.88,7,17248.19,0.1754,0.1433,0
64,12000.0,11506.42,2339.44,13,0,12,0,30871.07,29,6943.04,0.9588,2.3392,0
25,104990.47,19638.64,2030.88,1,2,12,0,24458.83,4,21094.75,0.187,0.2321,1
23,27259.08,22249.59,1030.85,5,1,14,0,30843.35,29,8608.89,0.8162,0.4538,1
21,12000.0,23651.89,1559.25,12,0,12,0,11603.15,9,0.0,1.9708,1.5591,0
24,63262.89,4346.29,1790.97,2,1,29,1,37645.38,32,23702.8,0.0687,0.3397,1
60,17287.04,4683.85,2199.85,13,2,15,0,13099.04,23,13288.84,0.2709,1.527,1
55,39880.03,10734.96,1250.87,1,2,7,0,37354.32,18,1479.93,0.2692,0.3764,0
52,73721.26,32770.88,2340.26,5,2,26,0,19698.66,29,6379.34,0.4445,0.3809,1
62,104317.18,2991.8,2095.78,3,1,26,0,23272.26,24,2534.18,0.0287,0.2411,1
54,69687.8,8676.9,2623.35,4,0,18,0,33232.06,10,18921.0,0.1245,0.4517,1
63,49021.02,23758.29,1310.11,4,1,9,1,42597.75,34,0.0,0.4846,0.3207,0
45,58714.51,23116.25,1672.53,2,2,11,1,20608.42,0,12504.66,0.3937,0.3418,0
30,14785.35,21665.02,3153.69,11,3,13,0,23241.99,16,0.0,1.4652,2.5594,0
41,48731.2,15970.12,1275.17,3,0,5,0,1000.0,30,0.0,0.3277,0.314,1
59,48755.46,2218.4,886.02,2,2,20,0,6960.16,5,13694.95,0.0455,0.2181,1
47,63833.22,6710.69,1495.24,6,1,23,0,1000.0,12,0.0,0.1051,0.2811,1
47,108554.74,28517.88,579.24,14,1,8,0,13919.61,25,16275.38,0.2627,0.064,1
22,12000.0,24283.65,3338.31,0,0,26,0,9981.82,4,18677.27,2.0235,3.338,1
61,49808.06,0.0,1773.79,14,0,6,0,8129.65,13,5976.3,0.0,0.4273,0
33,14162.26,25433.49,1781.52,5,0,5,0,4497.71,14,14397.29,1.7957,1.5094,0
